"DE"
-13.2827508278228
-12.7218725911036
-13.0614363348634
-13.0031475407787
-13.0865956493439
-13.3834401661155
-13.0554608247082
-12.5851236184112
-12.9475855680333
-13.2010275150335
-13.5017483357375
-13.3197328115128
-13.1248566907561
-13.2032740160091
-12.724726257808
-13.1786881799981
-12.5352110297016
-12.5352110297016
-13.432782016388
-13.1278177253672
-12.7952497097454
-12.9475856442852
-12.3685457751987
-12.7442736215837
-12.855450903678
-12.9105411495487
-11.9396285036633
-12.4652389375579
-12.9571435488583
-12.1670375151553
-12.1670375151553
-12.2721672290813
-12.6037245563282
-13.2827508278228
-10.7129585925781
-13.3621562102368
-12.0974675637798
-12.6070968288816
-12.7307346519243
-12.5095772041007
-12.0496460852782
-12.6459844573452
-13.2239459193443
-12.40108838606
-13.5558346266888
-12.3517094105374
-12.4645222901919
-12.8710889922777
-13.5702474411924
-13.5110338083914
-13.5681638279055
-13.8322929426414
-13.9033436825989
-14.0267657216059
-13.8141537068235
-13.2187292051278
-13.0312263817414
-12.8953242308611
-12.8574157414042
-13.0692532919505
-13.1921600035717
-12.966279042604
-12.966279042604
-13.1975819360917
-13.1067653275618
-12.4963465449739
-12.4384812810202
-12.3101332712425
-11.8532391181735
-12.6349939712423
-12.0131503896653
-12.0961101428135
-12.4387956749765
-12.5403795931757
-12.8383516462728
-12.9401667088115
-12.711014868325
-12.8226447104752
-12.5754678886294
-12.5491666113304
-13.5775764651485
-12.7953268074289
-13.2507921835227
-13.1487423721307
-12.3627753043824
-13.3178791728063
-12.974957405859
-11.786490919677
-12.9575004358873
-12.821982626136
-12.7779233128939
-12.835710232789
-13.0584655043413
-12.5987132976112
-13.1504563560379
-12.3242946846698
-11.9155308183594
-11.7343295575348
-10.4551944637391
-10.6887459726286
-11.3198021848464
-11.0818084759876
-11.4739354275348
-11.5161425069594
-11.8527828994043
-12.0145319775677
-12.2121377097636
-12.4266817879416
-12.7084458836098
-12.087920166638
-12.5039753364069
-13.7143366489419
-12.1473666195312
-12.7938050728504
-13.653161761052
-13.9400094516258
-13.8231647522371
-12.528380172899
-13.1888684244825
-13.5031321937487
-13.3621113249497
-12.6306475154808
-12.8947502010186
-12.8612048834811
-13.0605310858588
-12.8273855355746
-12.6372709628316
-11.9251159504222
-12.2324453477605
-12.569627088027
-12.673229419723
-11.9731372888404
-12.2899393145863
-13.1888540543452
-13.3621562102368
-13.3483840742585
-12.7291330976077
-13.0280251832967
-12.4348869114365
-12.5005017401105
-12.6934301554081
-12.6224217941712
-12.5395644097563
-12.61361760944
-12.9843382259343
-13.5050744992379
-13.2401994853103
-13.5993261728828
-13.3090980133742
-13.2165638586151
-13.4990340040066
-13.7221645348971
-13.4461386411897
-13.6791315719342
-13.7027326583829
-13.7027326583829
-13.1108256078001
-13.0426293968444
-13.2574095898517
-13.4455316792665
-13.6791315719342
-13.7027326583829
-13.000250261718
-13.1108256078001
-13.0426293968444
-13.2574095898517
-13.4455316792665
-13.0846704283896
-12.6987009234547
-11.5629785252674
-12.9447965694435
-12.9183722807696
-12.7853656759747
-12.6979167214575
-12.9141921789199
-13.1037654490318
-12.9980123604007
-12.3767031199229
-12.9421143381281
-12.3653644265062
-12.5920229667303
-12.4548854389589
-12.6856714313932
-13.459552774387
-12.4292209241059
-12.4979882439514
-12.5341851417307
-13.1903686664427
-13.4325706616709
-13.4873454292727
-13.8965270357137
