date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
7/20/2013,9.775373248,7.982075912,7.695332158,10.01824414,9.560546988,10.7471292,9.814269281,9.159997295,8.564800434,12.69991112,11.26674885,7.913954263,8.772579131,8.817767939,10.74292393,10.4478789,7.441782273,8.912977376,8.634849397,8.075372303,10.19533689,8.626908802,10.66724275,6.220399409,10.72978139,8.011908609,10.36567512,8.953659783,9.413111284,9.844397577,8.943301724,7.254341874,8.990080528,8.569396475,7.392014591,8.591879363,11.17731849,16.20521238,8.885187725,8.742878362,8.464932799,8.605960027,8.623227481,10.17718332,8.75125161,9.266808511,7.267982296,8.236315821,11.28025209,8.448579528,8.990192268,8.482786968
7/21/2013,10.13702018,8.405503901,8.460939714,10.08434735,9.175581547,11.37029935,8.879726506,9.460546226,8.586653159,10.22294784,10.49297059,8.452526628,9.137012387,9.28946128,10.03938743,9.659773851,8.799534354,10.2605088,9.475834077,8.649044327,9.135242305,8.499582637,10.64368521,7.756204419,8.262146718,9.173347042,9.225319766,8.317005297,9.90829002,9.871105094,8.510227647,7.924892979,9.745386437,8.307525606,7.75768284,8.748909405,10.27910186,12.88429555,9.155351633,9.270148697,8.668567045,8.725990447,9.186407359,9.873672862,9.258610254,10.2524558,7.265683134,8.569325148,10.90165948,8.806400653,8.924867972,9.105193227
7/22/2013,10.06295407,9.102496743,9.375602871,9.878594791,8.975952131,9.870885258,8.864346756,9.448103938,9.027486004,9.423863813,9.252817775,9.127457784,9.313285542,9.992225055,9.541320483,9.26946413,9.358438294,9.390773131,9.57347288,9.121107296,9.235358695,8.94549302,9.238527393,9.126030543,9.149882565,9.418167523,9.549026305,9.235470317,9.946936931,9.741516345,9.002675278,8.682523152,9.499928091,9.049292804,9.109219225,9.324674246,9.913517366,9.961368087,9.042447218,9.503852613,8.890465324,9.226763307,9.548074385,9.386342093,9.645425962,10.39199843,9.129516087,8.984394545,10.01932828,9.484612779,8.980627342,9.672924172
7/23/2013,9.614109527,8.872220667,9.212530511,9.787299893,8.310774411,9.525215633,8.805510566,9.800940817,8.881966128,9.196057514,8.935716594,8.773513559,9.267868134,9.332219438,9.340391583,9.449948313,9.29408389,9.163958548,9.509300193,9.724268086,9.678620248,9.24981843,8.897583252,8.974870977,8.873594138,8.781344922,9.29438783,8.882758178,10.09913356,9.531670865,8.984823812,8.376424867,9.350697088,8.832906787,8.865445657,9.696837338,9.566161839,10.1993107,9.501441033,8.853657127,8.956327539,8.782382707,9.339978806,9.006218881,9.458731945,9.717337053,8.704785286,9.208789562,10.74920024,10.19371726,9.03622809,9.455701949
7/24/2013,11.59940781,10.90131259,12.09098604,12.28082913,10.72056966,11.61234521,10.05345896,11.22975799,10.92247723,12.01559786,10.95210667,11.27811144,11.4611895,12.00128616,11.42947638,12.00909254,12.0202022,11.66495402,12.79805372,11.03510413,10.83476017,11.38381189,11.30823655,11.47814382,11.23945613,11.8585236,11.45673787,11.20584838,11.72645404,11.328869,10.71044802,11.40839453,12.14234183,11.20952544,10.43226026,11.66867063,12.34402671,13.17525506,11.53701536,12.6467027,10.97562357,11.41091865,11.44899953,11.21968552,11.92351099,12.31336824,10.14146506,11.50025145,12.95749843,12.46636731,11.35360622,11.35364151
7/25/2013,13.82510387,14.96330203,15.1882675,14.786841,14.02895901,14.24889064,13.55267852,13.74918405,14.18894101,14.84759603,14.69300977,14.09836495,14.54193263,14.93771049,14.25373347,14.71550668,14.59994889,15.05409593,15.00810301,13.73479064,13.41192604,14.84633868,14.67971139,14.17914298,14.68828857,15.28584352,14.83699325,14.84907916,14.35315396,14.51216748,13.95159904,13.49939583,15.1244675,14.57319282,14.06057399,14.73294637,14.89933523,14.7644868,14.47390169,16.32939827,14.35166893,14.97060325,14.68220221,14.81245394,14.52288943,14.21207915,13.78169598,14.52675442,14.35271212,14.61173898,15.07198172,14.32767411
7/26/2013,14.22937067,15.08184606,15.41576235,14.87997534,13.75314213,14.60826663,13.9449916,14.12888059,14.58382167,15.76452425,15.11374703,14.60527831,14.73385913,15.30060341,14.90126176,15.2062707,15.04890255,15.28784036,15.41340899,14.0715636,13.96180497,15.21647848,14.95281969,14.61317735,14.47632384,15.41235753,15.1543802,15.1438013,14.75862517,14.55327481,14.37034271,14.28754499,15.56199752,14.91676735,14.43998546,14.94892593,15.1078116,15.43711016,15.06424031,16.53900139,14.86365891,15.11415799,14.96765285,14.98558176,14.91929652,14.69864992,13.99717122,15.06881904,15.26892073,15.37655204,15.34975658,14.63987762
7/27/2013,14.56142781,15.51916051,15.71836331,15.34293506,14.63058706,14.91745249,14.38483882,14.49187986,14.89130347,15.50216865,15.27281567,14.82307365,15.15770198,15.52888356,15.05975583,15.31838137,15.22752329,15.59063002,15.57249695,14.41041466,14.20399495,15.42065159,15.25654027,14.90579412,15.2209546,15.80618758,15.45456379,15.46670865,15.01187875,15.14696301,14.70248693,14.35676083,15.69389477,15.17995465,14.84088893,15.31325632,15.45968918,15.38695702,15.13825529,16.66088375,15.03336228,15.52059293,15.30146808,15.41878573,15.10147644,14.91484144,14.53080089,15.20966625,15.04741073,15.22259117,15.62120169,15.00468864
7/28/2013,13.51395078,13.98311296,14.15077944,13.60419055,12.69604896,13.90389505,13.60089985,13.54098216,13.785771,14.43089104,13.807391,13.72041722,13.76401701,14.08193683,14.1130446,14.03078911,13.86098479,14.0776149,13.9122874,13.65431195,13.7208616,14.02052131,13.72645056,13.79239923,13.63811151,14.03719016,14.13809301,14.11966625,13.80712059,13.71809793,13.86131665,13.78054318,14.20717455,13.92821683,14.01786548,14.15790535,13.99243087,14.01657674,14.09140991,14.59994718,14.02911899,14.01121905,14.00969258,13.84264148,14.0681674,13.92458104,13.67023444,13.99126891,14.1720173,14.21448289,14.13956886,13.73666598
7/29/2013,10.58563592,10.57672434,10.57535587,10.57836803,10.58339493,10.58232863,10.58807249,10.58651684,10.58282058,10.57844894,10.57870068,10.58352583,10.58011367,10.57712367,10.58245704,10.57884963,10.57991487,10.57632314,10.57679981,10.58684192,10.58938569,10.57800512,10.57922327,10.5829918,10.57850668,10.57445769,10.57781031,10.57796981,10.58162513,10.57996966,10.58463316,10.58891234,10.57585542,10.57991428,10.58349835,10.57903608,10.57752902,10.57889287,10.58104374,10.56733105,10.5817999,10.57689195,10.57897367,10.57767935,10.58080553,10.58282531,10.58590711,10.58030147,10.58221067,10.58023769,10.57609843,10.58160619
7/30/2013,10.05880794,10.16009823,9.990555559,10.36946719,9.59354481,10.55441103,9.839693043,10.17525111,9.896675554,10.24121863,9.764284135,9.904138368,10.01390262,10.06635221,10.1673735,10.13279171,10.05831184,9.819177926,9.854683341,10.06550566,10.04121794,10.00160188,9.429946218,10.22551827,10.17191337,9.928075063,10.26652166,10.02782977,10.21062621,10.2364252,9.865789609,10.19994825,10.18235321,9.967380059,9.836353392,10.84481252,10.00584112,10.17663086,10.38625023,10.10622743,10.10049079,10.05393906,10.22271533,9.754465002,9.806994091,10.43439268,9.482297953,10.04558994,10.77373908,10.39262837,9.930549343,9.816424957
7/31/2013,10.17304389,10.21226468,10.00602901,10.49918889,9.740402845,10.82437887,10.11383995,10.38023698,10.00580821,10.59251291,9.811935437,10.25353417,10.09756666,10.10238858,10.72971332,10.0602651,10.06898203,10.06907854,10.23626698,10.24090581,10.12934834,10.33371501,10.09857171,10.25897818,10.24570772,9.801713809,10.70327175,9.941856786,10.32410283,10.18073601,10.36497555,10.48201583,10.40270851,10.10811052,9.815880309,10.82220083,9.94208184,10.38738348,10.50283132,10.21300638,10.42095658,10.01727757,10.28476216,10.08489553,9.502340927,10.49676652,9.703458828,10.45646758,11.05666142,10.92953333,9.879218076,9.853094743
8/1/2013,10.0271012,10.60583771,9.745351027,11.11456008,10.15898783,11.46394767,10.30883242,10.17668382,9.705110343,10.85226519,10.32658627,10.28833599,9.976737409,9.77315606,11.5418799,10.02995519,9.561901209,10.26637944,10.04394656,9.366165718,9.787371582,10.6653584,10.52001336,10.26035334,9.901883627,9.437174846,11.18498789,9.367546759,10.60039909,9.573235193,10.44723569,9.92597793,10.46547511,9.60421407,8.973297132,11.6968454,9.515564579,10.89346029,11.29570061,9.999133435,10.60322179,9.211979728,10.00553372,10.49914057,8.139984329,9.549567913,8.910652424,10.85636143,10.68250948,11.38590751,9.864536853,9.709788359
8/2/2013,9.678214776,9.70364069,9.810801238,10.32868314,9.692871423,11.4924323,10.0411039,9.91723065,9.593785154,10.63789835,10.05951686,10.33158808,10.22213511,9.568467305,11.98705548,9.761575568,9.241797361,11.00788401,10.0872492,9.68999099,10.22924746,10.20974162,10.04096624,10.2468624,9.956851942,9.530758955,11.17276791,9.326581577,10.1958046,9.200724545,10.71887038,10.3901099,9.687791666,9.508527376,8.732876803,10.63511927,9.462363762,10.88859196,10.90889008,9.955487451,9.970349832,9.312655167,9.823087976,10.30903721,7.864600117,10.1542031,8.76503546,10.48260968,11.03255574,10.51518465,9.802424688,9.995663412
8/3/2013,9.595646809,8.920915532,9.255096891,9.265384831,10.31553529,12.52379405,10.32227847,9.387630465,9.398969152,10.38935061,9.398332668,10.53574936,9.929505225,9.431344214,12.37078624,9.483412716,8.688404531,12.14855428,9.921068073,8.460471077,10.34591012,9.544461159,10.15304005,10.12812617,9.292346025,8.894085994,11.16377906,9.13386133,9.849788546,8.810567089,11.17589872,10.06498726,9.074415449,9.158642189,8.027017316,10.2735144,9.269562831,10.79207748,10.23860537,9.648370834,9.481514978,8.721383833,9.002313715,9.871094441,7.044832003,9.411616152,8.201546153,10.35972907,11.09937956,10.00158159,8.811963499,9.591233953
8/4/2013,9.212646303,8.848385289,9.090826259,8.915717934,10.70922452,12.77064878,9.640080559,9.073344155,9.857752068,10.59126051,9.726423809,9.794590146,9.736356688,9.771464494,10.6692775,9.824579413,8.836472027,11.07562291,8.856729889,8.708796321,9.767105567,9.386674358,9.896838714,10.45070967,9.438687587,9.361949149,9.404233023,8.853014522,9.947313472,9.677337198,10.16462142,9.788467293,8.93123851,9.170779368,8.913789403,9.114316707,9.223198597,9.711946815,10.05165678,9.855206652,9.353751301,9.241111094,9.073949681,8.963922587,7.586639042,9.508245125,8.289938388,9.589832554,10.8331354,9.230317722,9.338622184,9.500827315
8/5/2013,9.510639532,8.544923443,10.23961733,10.01842434,10.60454395,13.34704417,11.17401806,9.557869827,10.68203604,10.43908707,9.999000346,10.01493656,10.06413984,10.07890304,10.51432191,10.49851318,9.027960185,13.03050194,8.94033145,8.367551987,11.18272542,9.333917749,10.15772434,10.30838762,8.585835848,9.635630117,9.334173862,10.9842586,9.667236415,11.14084872,10.19006935,12.32415475,9.386107118,9.970211961,9.423404279,8.700240097,9.023194785,9.546546802,10.2175665,9.636138502,9.798898245,10.35541362,9.175859676,8.159971201,7.866864779,10.38735423,8.396408565,10.32347623,13.78614314,9.859165024,9.195321581,9.954658262
8/6/2013,10.32485312,9.700310109,9.724064641,11.4760078,11.21059718,12.41853942,10.32339422,9.741999859,11.23186999,11.09128081,9.783663224,10.1421233,9.557084084,10.46218545,10.49968742,9.972400072,9.804104931,11.55161074,9.282739388,8.235076966,10.3979905,9.917826301,10.15645977,10.52957308,8.822697064,10.23321894,9.516400884,11.39029821,10.24639262,11.34417012,9.995033651,12.63971976,9.653446604,10.04491608,9.502047375,9.161119658,9.143797219,10.10290548,10.16360864,10.22202912,10.07829011,10.43351629,10.13134883,8.544519817,9.875769074,9.127789575,8.970862086,10.53856765,13.0462817,11.22935135,9.817643976,9.959707179
8/7/2013,11.12245281,10.99925335,11.06804733,11.70702299,11.36082105,11.48111539,11.20011448,11.04620887,11.17771254,11.66432466,10.90710305,11.1295975,11.06890958,11.1556143,11.18357004,10.79069796,11.20333137,11.04279927,11.06946518,10.6919254,10.99973377,11.22181867,11.12603833,11.25622377,10.97042302,11.0686069,11.14143741,11.19392149,11.25675246,11.47221011,11.13790197,11.5202853,11.19400435,11.05156279,11.01508515,10.89441663,10.86618141,11.25604764,11.01261459,11.41369424,11.28377108,11.24821216,11.25155674,10.87453153,10.98267096,11.02468429,10.81456087,11.31358451,11.5645419,11.1851255,10.97516215,11.09400767
8/8/2013,11.59831188,10.90135046,11.27240105,12.92010505,11.03805481,12.300478,11.60257554,11.25397807,11.47869675,12.90886072,11.165427,11.33836224,11.10645267,11.02595055,11.64061994,10.80153327,11.39355308,11.06425003,10.80870994,10.16813502,11.10120083,11.46902739,10.86336967,11.12380769,10.95286433,10.87489479,11.29793811,11.86054583,11.54152559,11.9874141,11.48316451,12.65549531,11.54065196,11.08469447,10.40027867,11.96924948,10.59752608,12.08074239,10.69577745,11.7028583,11.51372961,11.44745363,11.59637397,10.59603315,10.9340547,11.44226228,10.47624552,11.73297984,12.41443583,11.6491535,10.89570597,11.10981427
8/9/2013,10.72017063,11.08531939,11.1794028,11.53970983,10.74130719,11.17095307,10.41044364,10.687864,10.86949045,11.64971728,10.92766283,10.94465914,11.10734815,11.32959009,11.00282094,10.91284374,11.17151513,11.05955213,11.21460729,10.41050796,10.39353683,11.36727849,10.94149384,11.01067944,11.24483175,11.24987825,11.40559766,11.1582888,11.19069164,11.26084866,10.86143067,10.56066354,11.54744453,10.84170558,10.62361174,11.34440537,10.98258358,11.49748551,10.682885,12.36977403,11.00860955,11.26128486,11.38702405,11.03772883,11.02722399,11.02630879,10.39123971,11.24284357,11.1235919,11.18867868,11.08004875,10.85451689
8/10/2013,10.06367353,10.73076585,10.78932527,10.94519536,10.46238745,11.00387817,10.39039465,10.59820386,10.60199978,10.98790278,10.83368248,10.64894768,10.70242903,11.02910774,10.57494604,10.59405717,10.71604202,10.70856196,10.59196783,10.63856046,10.06864106,11.1003826,10.74282744,10.6747419,10.7287102,10.94453478,10.96959436,10.95890402,10.81847725,10.78045851,10.83375652,10.06501334,11.13600173,10.36938411,10.63313831,10.68652001,10.75708462,10.93419123,10.57916828,12.02583385,10.74670518,10.9796618,10.90230995,10.66523405,10.42646485,10.71147616,10.28946775,11.23770071,10.71631259,10.71178868,10.59272001,10.29966628
8/11/2013,9.747272202,10.05283269,10.06533948,10.1273495,9.961485431,10.15873906,9.99843932,9.800288281,9.945663397,10.22903432,10.10334466,10.12822721,10.07596571,10.21838679,9.981263193,9.967782623,10.00446739,10.06178198,10.01110179,10.07906638,9.740898934,10.36137602,10.12357138,10.04255826,10.08118384,10.13666488,10.23685898,10.1644984,9.98919383,10.05423024,10.26405703,9.833516043,10.23113033,9.906946897,10.11974082,10.05318432,10.00847067,10.24472351,10.09218719,10.7581825,10.1767016,10.18817171,10.21542203,10.07201765,9.848257718,9.899512561,9.813826867,10.40882624,10.14922687,10.12106144,10.02135642,10.05175676
8/12/2013,10.3433788,9.223664449,9.865569169,10.51997391,9.747982225,9.536467693,8.354199688,9.504548461,9.630975765,9.254398037,10.36895691,9.620081831,10.25092792,10.39523952,10.7939215,10.62194898,9.776520631,9.640091305,11.21838353,9.036111827,11.35420952,9.551095465,9.045793448,9.892858009,9.870612387,9.900653785,9.700322571,9.277963324,10.1331021,9.435693604,9.968134814,10.55105296,10.17566065,9.740929215,9.946655982,9.428809052,9.364936744,11.02036401,9.293199394,10.6591508,9.957552296,9.662677204,10.12911643,9.86016126,9.041839988,9.735162788,9.747085604,9.829063501,10.18382434,11.06809165,9.697620565,9.653152995
8/13/2013,11.2882135,9.448097816,9.983339916,11.62558278,10.02238887,10.45906487,9.49545951,10.07481182,10.06582645,9.837349469,10.91927351,9.944274705,10.11030183,10.31917533,10.48986275,10.67808408,10.27542817,9.820257635,10.23037407,9.629653916,11.94234666,9.50408919,9.43350348,10.64554863,9.372945978,9.875089212,9.682948432,9.836431549,10.50513196,10.13226409,10.45497573,10.92087167,10.37913176,10.21053459,10.56998565,9.468806143,9.78274093,10.91015476,10.03808327,9.710190711,10.39359949,9.839430957,10.14322198,9.552143099,9.545323816,10.93594736,10.83951213,10.0080282,10.91090569,10.80626298,9.874063239,10.21942781
8/14/2013,10.24252121,9.718771703,9.804370167,10.30763388,9.572247035,10.16542879,9.76954577,10.11723454,9.953437243,9.88043707,10.19536654,9.952070937,10.17717398,9.946506079,9.946108526,10.28709905,10.11117067,9.927679355,9.973992326,10.08003558,10.39640776,10.0587646,9.928424835,10.24133282,9.653518685,9.852733131,9.958534162,9.846780291,10.11260952,10.11792207,10.05446977,10.19125711,10.13241935,9.921069246,10.21057714,9.881575593,9.836290356,10.18756759,10.01481227,9.851351671,10.15327197,10.00579255,10.05787142,10.01044809,9.448269091,10.20469043,10.23794375,10.05868396,10.23106623,10.30664568,10.03853912,10.0114656
8/15/2013,10.52264018,10.31196656,10.42453228,10.57823655,10.29712833,10.59817632,9.892430424,10.59262695,10.19116264,10.38996364,10.50333692,10.23033552,10.57284154,10.66062732,10.36019776,10.48695004,10.58420655,10.39888178,10.36627533,10.13736961,10.13886548,10.35721431,10.29687844,10.55073961,10.31994998,10.36270905,10.51410293,10.46992536,10.83411579,10.64577625,10.15223682,9.915037067,10.53519295,10.32433224,10.18375882,10.35382481,10.39728555,10.45926423,10.28053517,10.45847119,10.21495336,10.41726174,10.60148305,10.40273618,10.40763302,10.9981638,10.44195271,10.31377827,10.40360329,10.44914534,10.47747914,10.36572101
8/16/2013,10.54230485,9.496417823,9.509057046,11.15463176,9.883834176,11.52196859,9.964509433,11.33663941,10.07459265,10.67134103,10.86259845,10.09222501,11.00184818,10.44079892,9.38408488,11.04754725,10.67496784,9.742852831,9.879672443,10.91324265,11.09776398,10.53672457,10.14637303,11.88775917,9.932189367,10.05875946,10.34126623,10.20883578,10.97539998,11.26054054,10.09769977,9.841442081,11.36022361,9.95995914,10.71053556,9.68801828,10.14057086,10.37044182,11.42930127,10.3770711,10.3734845,10.27448493,10.40351794,10.52872062,8.813975715,11.39407812,9.776958241,10.4577656,11.39665721,10.46735256,10.48138038,10.28109242
8/17/2013,9.828855534,9.748196385,9.475652388,10.1209024,9.710534875,10.65349286,9.602084136,10.43434905,9.86949753,10.3033973,10.24662308,9.99852509,10.30481884,10.26098929,9.75609462,10.13382293,10.2041825,9.608289554,9.644749267,10.33393942,10.0190873,10.27577563,9.849428992,10.53878116,9.835404385,9.941472842,10.16899507,9.993242115,10.43711412,10.4965153,10.08174318,9.653628205,10.28154138,9.475922272,9.830005642,9.796894835,10.00108913,10.12709206,10.13625579,10.62544229,9.8846714,10.11876106,10.15324997,10.04374379,9.034939313,10.46002393,9.861458885,10.31889912,10.43008962,9.988378805,9.725354447,9.655093613
8/18/2013,10.59422371,10.1511013,9.557593518,11.01071579,10.0331682,10.85549471,9.886606797,10.65011017,10.35312543,11.26666558,10.38551211,10.37397253,10.79170947,10.45984235,10.00824532,10.71683844,10.46962555,9.775695923,10.2350995,10.67959852,11.02041048,10.11029339,9.865646257,11.70133238,10.22335995,10.2708635,10.03446422,9.885736584,10.39211708,10.99094815,10.10843107,10.42037488,10.55481465,10.14996971,9.942156207,10.40458326,10.57815159,10.41530889,10.68557128,10.27853142,10.16164113,10.10762963,10.26194665,10.43815035,8.580879632,11.34443831,10.02078687,10.15747807,11.06183529,10.25523761,10.089718,10.73359713
8/19/2013,10.24691215,9.882043615,9.814864823,10.74370658,9.927439331,10.49514061,10.02905553,10.63977631,10.33710928,10.683484,10.33010089,10.37851354,10.13642532,10.29128942,10.26122145,10.25982851,10.18908068,9.876501482,9.973024297,10.62869036,10.85926544,9.795273244,9.986227803,10.42917821,10.02090464,10.19778094,9.823942077,10.13347158,10.08669441,10.31563496,10.14333287,10.66497727,10.32694462,10.05971983,10.05368406,10.06664521,10.32332017,10.26180915,10.11753211,9.977766536,10.23299641,9.858118474,9.98316762,10.22486797,9.925345935,10.77906377,10.378417,10.12841726,10.29063472,9.885413462,9.737183473,9.91871748
8/20/2013,10.94072323,10.17229062,10.20578995,10.5773606,10.89948152,10.75365163,10.74759832,10.94716979,10.59272335,10.38730226,10.61281944,10.85177467,10.31086514,10.53143356,10.69346356,10.36706316,10.50870044,10.15750714,10.295613,10.79769811,11.01615534,9.895652707,10.32245738,10.59430726,10.29199848,10.2253638,10.12267181,10.3260964,10.31058564,10.48428436,10.47821214,11.00747369,10.34929373,10.48596793,10.64390083,10.23057814,10.37821429,10.27868707,10.24758843,9.949885981,10.30915691,10.24981581,10.26116296,10.2136983,10.81516289,11.21085548,10.81541385,10.19089932,10.58568904,10.25533375,9.849763775,10.29468125
8/21/2013,11.36733439,10.32910383,10.35914335,11.11788939,11.07811036,10.92754718,11.38169577,11.7108114,11.12101429,10.97203691,10.8017121,11.12432078,10.67905627,10.59738882,11.0365038,10.55296912,10.89062849,10.227009,10.30244414,11.83225476,11.61241108,10.34722275,10.66973928,11.14833771,10.63081117,10.35189544,10.40337787,10.4658812,10.88191423,10.82427325,10.98155872,11.66361759,10.55412331,10.82747866,11.19100414,10.6769379,10.55045845,10.77868778,10.68492963,9.624184365,10.95871574,10.36216921,10.64412585,10.68454387,11.44081367,11.40584085,11.25344974,10.66929782,10.65713622,10.61968579,10.29620527,10.96787757
8/22/2013,11.48802518,10.74193578,10.92740928,11.69531068,11.8641737,11.52020975,11.63893123,12.19914797,11.41317999,11.6591317,11.44514673,11.60471294,11.01617565,11.13946538,11.24816537,10.94248458,11.39094152,10.79781985,10.76698162,11.97607657,11.80998464,10.89812117,11.2113447,11.39089564,11.08373469,11.01098616,10.9941682,11.1663347,11.27863519,11.29247148,11.39083656,11.81764381,11.22747728,11.26999149,11.56313155,11.03403151,10.9602869,11.41406939,11.07901049,10.53620844,11.40676802,10.80661049,11.08795689,11.01499776,11.85548374,11.76033847,11.39005544,11.23661639,11.16797734,10.92752608,10.81685032,11.07174975
8/23/2013,11.48460286,11.0373515,10.97114438,11.23248903,11.47439593,11.43824439,11.70544775,11.83299422,11.38663233,11.29766384,11.22669893,11.48133076,11.23346698,11.0825044,11.32478985,11.1115781,11.26178382,10.97422931,11.02291705,11.70645608,11.73952006,11.17298487,11.21251817,11.45002835,11.17423544,10.92056469,11.19195006,11.15795759,11.40822386,11.30466219,11.53685995,11.71134702,11.04967447,11.17840431,11.46926701,11.1609254,11.06522696,11.22998948,11.241692,10.67664257,11.37576384,11.09846134,11.19958457,11.11138386,11.28543115,11.39375662,11.52014975,11.3666079,11.39029252,11.25321275,10.96185064,11.25601135
8/24/2013,10.9852419,10.77603556,11.07060965,11.13729834,11.15564072,10.78199227,11.36469203,11.19645829,11.03286249,11.74027656,11.82303836,10.98916696,10.65731001,10.75178344,10.5266384,10.83930573,10.80629346,10.96322783,10.79681865,11.06396588,11.24104855,10.98603537,11.00988232,10.94950128,10.83346851,11.07033352,10.83585999,11.29641248,10.9766127,10.93192632,10.83933252,11.42869912,10.68277252,10.99852229,10.99882991,10.99340789,10.77474611,11.14785884,10.75070338,10.6892818,10.92092121,10.79371329,10.89729957,11.01177934,11.14780336,10.91428073,10.88016755,10.92525533,10.94859044,10.74280364,10.80821257,11.12256207
8/25/2013,10.56263594,10.70373013,10.94642796,10.68121545,10.48840224,10.56291816,10.86904957,10.48145951,10.29245324,12.43221085,12.14309401,10.54161054,9.895470306,10.52450141,9.967906688,11.04903494,10.42341362,10.86440974,10.90720484,9.938212393,11.37738661,10.91044713,10.907101,10.24323715,10.60246178,11.12279448,10.47199342,11.111208,10.59617501,10.64262447,10.01540155,10.98001536,9.878803983,10.76245025,10.59171967,10.10421865,10.12490049,11.21415014,9.816196667,10.64208199,10.46801583,10.25925771,10.27216781,10.24520988,9.829663197,10.29950358,10.02636643,10.56645685,10.54897337,10.31756288,10.39718619,11.03463838
8/26/2013,11.3192158,11.2712421,10.635713,10.69912558,10.30601428,10.38165055,10.56688384,11.20218681,10.16959627,10.74646521,11.60635765,10.65719231,10.26475868,11.12491042,10.82374803,11.52603436,10.77207201,10.41849386,11.34120481,9.72628374,10.89553101,10.11681374,10.8879168,10.2877504,10.60364447,10.50928499,10.30292685,10.30153148,10.8531981,10.87752479,9.735276253,11.51009416,9.788009997,10.62345668,10.75819683,10.79652655,10.25058736,10.57067506,9.928583976,10.63556986,10.1761763,10.25065245,10.60247004,11.50733902,10.37007404,10.93040271,10.46660458,9.975930224,10.59687878,10.8294867,10.00628724,11.29357215
8/27/2013,11.29065466,11.27131754,11.25334327,11.27333992,11.28076004,11.28447069,11.30254358,11.29613749,11.28184838,11.25894639,11.27761113,11.28161395,11.27219937,11.26424671,11.2800958,11.27693023,11.28043199,11.27477464,11.27123218,11.27294041,11.31033211,11.27211261,11.27376532,11.27936025,11.26635625,11.25897197,11.2647167,11.2619344,11.27816101,11.26979492,11.28580354,11.3219436,11.24873355,11.2695808,11.28084098,11.26977304,11.26055736,11.27925236,11.26812922,11.22564021,11.28131893,11.25333993,11.27052582,11.27114793,11.26179681,11.27870737,11.29109735,11.27636772,11.28411038,11.2711729,11.25872226,11.2822893
8/28/2013,11.5452913,11.81863495,11.8606176,11.76826235,11.61475436,11.64649331,11.4750384,11.52143522,11.63153287,11.76531158,11.75784271,11.60915582,11.71357663,11.80563773,11.64272784,11.75266941,11.72010667,11.83105215,11.81589946,11.51087995,11.43390641,11.77850098,11.74162216,11.62591206,11.76367798,11.88857849,11.78461127,11.78003159,11.66721966,11.71809875,11.57618948,11.44891012,11.84533612,11.72037983,11.61149024,11.74724931,11.79342025,11.75120691,11.6857662,12.11222854,11.6629814,11.81328513,11.74858281,11.78946374,11.6937006,11.63061616,11.53945728,11.70769161,11.64969824,11.70992253,11.83752686,11.66780008
8/29/2013,11.93563143,12.594328,12.1824836,12.42798227,12.0977561,12.23132911,11.67613608,12.3838138,11.71452971,11.70722283,11.93099726,11.66587124,12.02910348,12.31731638,11.81304541,11.88822782,12.69475081,12.08450052,12.84005293,10.93568215,11.38239391,11.85591472,12.00581304,11.42755027,11.96984992,12.33658788,12.09359724,12.52658971,12.25671903,12.05858077,11.65796709,11.9714111,12.45816847,11.52047476,11.29273907,12.08898561,11.80043512,12.29551732,11.48482964,12.41696321,11.95771383,11.95057852,12.19887263,12.53109285,11.97660858,12.38555561,11.94947401,11.93556521,11.6357217,11.69713455,11.60830716,11.74448335
8/30/2013,12.20507548,12.76176883,12.14766583,12.31481124,11.94249139,12.40005436,11.98419996,12.27185206,11.77010395,12.23179317,11.66672682,11.34048073,12.20106138,12.18368045,11.92180941,11.87905191,12.63909804,12.42680969,12.90938896,10.48335334,11.71647451,11.99709533,12.10573806,11.49870438,12.06394635,12.99033546,12.21355918,13.32538114,11.90538639,11.64434401,11.67825751,11.49825509,13.11765426,11.51737665,10.98023399,12.35164627,12.02273426,12.51827909,11.59714508,11.9480502,11.99409938,12.04546315,12.02444879,12.2062357,11.73132484,12.21579922,12.3822292,11.87542832,11.27719296,11.11625595,11.44312868,11.76647261
8/31/2013,12.27032193,11.99053172,11.60146015,12.05582481,11.01548866,11.61299886,11.83559201,12.46147063,11.28118869,12.57010148,10.85662617,11.00348345,12.09032718,12.0313485,11.60586473,11.33779022,12.10037526,11.19017679,11.86042908,10.3472407,11.50598835,11.24666582,12.08949776,11.0203224,11.51220207,11.88797265,11.72063679,12.8867915,11.59807503,11.38159181,11.19313166,10.68489354,13.34142408,11.05587225,10.66875882,12.23733863,11.52502061,12.03344107,11.13469959,11.21853753,11.42251373,11.77716675,11.37883717,11.89809011,11.00743707,12.28621959,12.6355058,11.1745056,10.58567367,10.82065732,10.99932799,11.4838093
