"NY"
-13.1662594327522
-13.0724332793165
-13.2754117267533
-13.2165746373956
-13.2036727494753
-13.1266841862601
-13.1653258603371
-13.1829469089598
-13.200385610042
-13.2009753380308
-13.2642510053964
-13.3127995291653
-13.4066156302993
-13.5113275245033
-13.429908874074
-13.5778518087299
-13.7143247078727
-13.4836337434582
-13.4768867398114
-13.7151670537138
-13.3938540577424
-13.267227988659
-13.2746023978412
-13.3980656098519
-13.6271683318022
-13.332663730997
-12.9464638301828
-13.1964856336634
-12.8198275092971
-12.3545239589659
-12.1594789373082
-12.0406499393606
-11.941196881702
-11.6119506224294
-10.6664692083251
-11.1393083157496
-11.7717205096302
-12.1920286240691
-12.5543276403488
-12.5821345340964
-12.8360198127301
-12.9460687726353
-12.9992918394099
-12.9551923293083
-13.1950047372039
-13.2422250592588
-13.5034734230997
-13.6315856884261
-13.5894993644088
-13.5769303148569
-13.9586504239483
-14.0148545122548
-14.1234385199076
-14.1070265009002
-14.1192500997603
-13.3563643640387
-13.3108384727578
-13.3963776320519
-13.4317657415935
-13.3410688612934
-13.3330561411526
-13.6478342210831
-13.7890193519132
-13.3091006233522
-12.9899344889339
-12.5276956806457
-12.1979774812935
-11.9421567416156
-11.8063006155717
-12.0606776191965
-12.177170589629
-12.4004822000109
-12.5001190496069
-12.5828590381803
-12.563284056553
-12.7649849669572
-12.6627753131394
-12.6029227807977
-12.4770748325287
-12.352011526033
-12.3708178400197
-12.4158670908138
-12.7518492938802
-13.0567026208035
-13.1376604439069
-13.3442016893854
-13.1030460881039
-13.0198378889403
-13.4591061585389
-12.8367820763291
-12.9579226182727
-13.2238621884384
-13.2095584758642
-13.1683097592553
-12.9816937194512
-12.7384273679162
-12.6076226786382
-11.9911848814062
-10.7681544933816
-11.437297638993
-11.3146280310605
-11.6375297109823
-11.7284758447411
-12.0087870675192
-12.210736627079
-12.3426992672924
-12.421641860771
-12.4540394558649
-12.7939291011163
-12.479116678558
-12.5020560506332
-12.565891717444
-12.7828578654052
-13.19119193317
-13.1132037069272
-13.4124060090198
-13.6513517741165
-13.445785583921
-13.9473581499005
-12.7080728661928
-12.82176984024
-12.7969942722528
-12.8251691511115
-12.8646799966137
-12.7317316884229
-12.9975279448045
-12.435701405678
-12.8014812863394
-12.6987471444177
-12.8759672868635
-12.2912545271575
-12.3787933184532
-13.1873532602705
-13.0748586332253
-13.0785290714714
-12.852946376439
-12.8579224166735
-12.4837329541747
-12.3842121327997
-12.3922291910796
-12.3198860141629
-12.4264284314964
-12.6429335243431
-12.6745560055734
-12.884805556879
-13.1868429247265
-13.2588369596244
-13.4641714661085
-13.4226084403474
-13.8485076736964
-13.7563278084031
-14.2140929943755
-13.5327680294472
-13.5608433362324
-13.4437530213941
-13.4426759198072
-13.5173909570211
-13.544651879171
-13.6900513383047
-13.2751182334345
-13.3540021960136
-11.5478160027255
-13.2160888798105
-12.6010880986963
-12.4759313798664
-12.4979002693888
-12.7002320974027
-12.5711388747392
-12.5942182457048
-12.4763001487486
-12.342867443045
-12.3731625417293
-12.5943564555447
-12.8989379915067
-13.1749101566396
-13.1708066920718
-13.164903491633
-13.1915217554475
-13.1157490546352
-13.1976060992457
-13.5576958587332
-13.7997289974374
-13.9334568609333
